"city, province_name",utm easting,utm northing,zone number,zone letter,population,density
"Central Frontenac, Ontario",357434.8357124763,4953056.059162469,18,T,4373,4.3
"Mont-Orford, Quebec",720540.5825038005,5027479.261451656,18,T,4337.00,31.80
"Saint-Jean-de-Matha, Quebec",613352.4372573323,5120652.741018369,18,T,4335,39.6
"Seguin, Ontario",593193.2988926581,5015653.464337355,17,T,4304,7.2
"Tyendinaga, Ontario",324507.01743979193,4907547.764627102,18,T,4297,13.7
"Hampton, New Brunswick",278797.67091686546,5046067.0601471225,20,T,4289,203.4
"Sussex, New Brunswick",304135.43392410874,5065652.219448338,20,T,4282,478.3
"Grand Forks, British Columbia",394746.54019181815,5432156.417258367,11,U,4274,388.1
"La Pocatière, Quebec",421982.20948293,5246433.060553122,19,T,4266,196.3
"Caraquet, New Brunswick",353249.8736605096,5294296.269382021,20,T,4248,62.1
"Saint-Étienne-des-Grès, Quebec",671572.6435972608,5144615.366274605,18,T,4217,40.2
"Altona, Manitoba",604920.8911921178,5440056.546748287,14,U,4212,445.2
"Stellarton, Nova Scotia",526536.4348256489,5044851.954009661,20,T,4208,468.1
"Wolfville, Nova Scotia",392439.341683761,4993112.55480073,20,T,4195,649.8
"New Maryland, New Brunswick",679628.9665528727,5084554.725902123,19,T,4174,195.7
"Port Hardy, British Columbia",606386.8021777471,5620049.861380651,9,U,4132,106.7
"Saint-Donat, Quebec",560305.6746899548,5129534.130287583,18,T,4130,11.7
"Château-Richer, Quebec",346586.1207266338,5203437.545701291,19,T,4126,18.0
"Madawaska Valley, Ontario",291660.4765721947,5041955.83155553,18,T,4123,6.1
"Deep River, Ontario",307412.0277723555,5108176.643222964,18,T,4109,82.0
"Asphodel-Norwood, Ontario",737635.4079294972,4915416.715170998,17,T,4109,25.5
"Red Lake, Ontario",441569.9667563941,5653858.358809768,15,U,4107,6.7
"Métabetchouan-Lac-à-la-Croix, Quebec",287964.382804655,5368431.795629738,19,U,4097,21.9
"Berthierville, Quebec",640459.1818042768,5104907.097846407,18,T,4091,596.8
"Vermilion, Alberta",509797.60895647854,5911683.63508558,12,U,4084,315.8
"Niverville, Manitoba",641486.0199564607,5496622.823026398,14,U,4083,1767.5
"Hastings Highlands, Ontario",269751.9163873767,5013053.96103755,18,T,4078,4.2
"Carstairs, Alberta",701330.4058102709,5716312.211154383,11,U,4077,342.1
"Danville, Quebec",731901.2097254973,5074300.057808958,18,T,4070,26.7
"Channel-Port aux Basques, Newfoundland and Labrador",339338.3954140394,5270653.633074588,21,T,4067,104.9
"Battleford, Saskatchewan",681241.0650437002,5846539.735003291,12,U,4065,174.2
"Lac-Etchemin, Quebec",384691.9559565044,5139584.9696895955,19,T,4061,25.8
"Saint-Antonin, Quebec",463785.79000952945,5290483.517700743,19,T,4027,22.9
"Saint-Jacques, Quebec",611083.2934023152,5089490.898554471,18,T,4021,59.7
"Swan River, Manitoba",344766.83608939464,5775229.420651986,14,U,4014,560.4
"Sutton, Quebec",690493.7126858154,4995910.383058431,18,T,4012.00,16.30
"Northern Bruce Peninsula, Ontario",470091.89439066604,4991907.67746988,17,T,3999,5.1
"L’Islet-sur-Mer, Quebec",397557.8055224542,5217161.007533245,19,T,3999,33.3
"Carleton-sur-Mer, Quebec",713419.8055757784,5331390.40324771,19,U,3991,18.0
"Oka, Quebec",571914.7715300723,5035575.214935096,18,T,3969,69.3
"Prescott, Ontario",459075.94826549734,4951609.981898515,18,T,3965,1273.5
"Amaranth, Ontario",561486.7980117521,4870303.7100858195,17,T,3963,15.0
"Marmora and Lake, Ontario",282928.3042405094,4946882.804628383,18,T,3953,7.1
"Maniwaki, Quebec",425653.63689723134,5136167.962379151,18,T,3930,677.7
"Morin-Heights, Quebec",558178.7163226204,5083210.359175705,18,T,3925,69.5
"Dundas, New Brunswick",369524.14257443714,5130498.285625997,20,T,3914.00,22.40
"Napierville, Quebec",625701.6688214387,5004558.223312223,18,T,3899,796.6
"Crabtree, Quebec",618797.7124270607,5091490.586372451,18,T,3887,155.0
"Bancroft, Ontario",275571.895144211,4992456.756798925,18,T,3881,16.9
"Saint-Tite, Quebec",685908.2349807457,5178402.828103047,18,T,3880,41.9
"Howick, Ontario",494378.39464490645,4860768.539992896,17,T,3873,13.4
"Dutton/Dunwich, Ontario",459026.19426100235,4723924.647504569,17,T,3866,13.1
"Callander, Ontario",622528.1848285601,5115060.790843268,17,T,3863.00,36.40
"Simonds, New Brunswick",280293.48514040676,5021710.786707944,20,T,3843.00,13.70
"Baie-d’Urfé, Quebec",584759.4077500327,5029812.914447137,18,T,3823,633.9
"New Richmond, Quebec",286856.6181507099,5338802.99745694,20,U,3810,22.6
"Perth South, Ontario",487833.3966754253,4794141.085005246,17,T,3810,9.7
"Roxton Pond, Quebec",682346.3648839346,5039289.395922587,18,T,3786,38.8
"Sparwood, British Columbia",652386.0665476618,5511102.479185753,11,U,3784,19.4
"Claresholm, Alberta",315305.9604809369,5543972.951469944,12,U,3780,465.9
"Breslau, Ontario",547874.4200226689,4814468.111197889,17,T,3778.00,691.90
"Montague, Ontario",423765.1228719674,4979705.716017399,18,T,3761,13.4
"Cumberland, British Columbia",353660.72220144013,5498420.076002461,10,U,3753,128.9
"Beaupré, Quebec",355688.07363991503,5212472.158305395,19,T,3752,163.4
"Saint-André-Avellin, Quebec",494808.96964413987,5062573.86627387,18,T,3749,27.2
"Saint-Ambroise-de-Kildare, Quebec",612107.8140193294,5104324.735564472,18,T,3747,55.3
"East Angus, Quebec",291598.851474724,5040100.545169709,19,T,3741,472.7
"Rossland, British Columbia",441636.79831812973,5436501.006117902,11,U,3729,62.4
"Mackenzie, British Columbia",494012.25520964595,6132419.959657457,10,U,3714,22.6
"Golden, British Columbia",502321.4511713201,5683398.707280536,11,U,3708,325.0
"Raymond, Alberta",380388.8369440062,5480548.420831906,12,U,3708,557.1
"Saint-Adolphe-d'Howard, Quebec",551907.6429452655,5090932.506881725,18,T,3702,26.6
"Warwick, Ontario",427318.79286166956,4761200.53198039,17,T,3692,12.7
"Bowen Island, British Columbia",472180.26428533834,5470137.482009441,10,U,3680,73.4
"Bonnechere Valley, Ontario",336031.0914422183,5044340.988025096,18,T,3674,6.2
"Windsor, Nova Scotia",410971.2618179186,4981382.1562574925,20,T,3648,400.6
"Pincher Creek, Alberta",286351.78909314924,5485678.633249127,12,U,3642,361.1
"Alnwick, New Brunswick",331368.7734049695,5237090.069741976,20,T,3640.00,5.40
"Westville, Nova Scotia",523417.2842820148,5044095.14812094,20,T,3628,254.9
"Fruitvale, British Columbia",460492.84258937417,5440503.318744047,11,U,3627,1363.5
"Pasadena, Newfoundland and Labrador",455763.1511028742,5429421.856035311,21,U,3620,73.6
"Saint-Prosper, Quebec",385594.3732500972,5119194.073042984,19,T,3605,27.0
"Ormstown, Quebec",578636.8549868295,4997878.284378193,18,T,3595,25.2
"Cardston, Alberta",332323.38671400805,5452517.63774325,12,U,3585,417.5
"Westbank, British Columbia",307726.23387733335,5524527.741207734,11,U,3581.00,80.60
"De Salaberry, Manitoba",646117.5634516613,5478356.689973541,14,U,3580,5.3
"Headingley, Manitoba",615639.3164240017,5525207.359560168,14,U,3579,33.4
"Grande Cache, Alberta",360642.88713928265,5971952.984855408,11,U,3571.00,102.10
"Atholville, New Brunswick",670667.493384022,5317654.1184069505,19,T,3570,29.8
"Saint-Agapit, Quebec",313519.7375171723,5159891.25557233,19,T,3567,54.5
"Prince Albert No. 461, Saskatchewan",455992.99824275594,5884586.785522242,13,U,3562.00,3.50
"Casselman, Ontario",493469.0367328511,5016280.851486094,18,T,3548,693.4
"Saint-Ambroise, Quebec",327810.22572710016,5380062.010492612,19,U,3546,23.5
"Hay River, Northwest Territories",559931.9139871651,6735788.823057126,11,V,3528.00,26.50
"Mistissini, Quebec",593269.0353158287,5602914.977808751,18,U,3523.00,4.10
"Studholm, New Brunswick",299967.37596813776,5076528.091374973,20,T,3522.00,7.80
"Lumby, British Columbia",359866.25545085163,5568209.135629452,11,U,3500,379.5
"Saint-Faustin--Lac-Carré, Quebec",541226.3773017913,5103218.725063723,18,T,3499.00,28.80
"Morris-Turnberry, Ontario",479906.0415504965,4855243.260950801,17,T,3496,9.1
"Placentia, Newfoundland and Labrador",275922.88381516293,5236733.019666341,22,T,3496,60.20
"Saint-Pascal, Quebec",439787.5340471239,5264740.675134994,19,T,3490,58.8
"Mulmur, Ontario",571260.7530558391,4893551.446048192,17,T,3478,12.1
"Blind River, Ontario",349507.5221392615,5116261.915550158,17,T,3472,6.6
"Dunham, Quebec",672990.9938972031,5000112.987330454,18,T,3471,17.8
"Havre-Saint-Pierre, Quebec",457208.3406586264,5564742.813238098,20,U,3460,1.2
"Saint-Anselme, Quebec",349462.24890432204,5166293.975079514,19,T,3458,46.9
"Trois-Pistoles, Quebec",486603.9799238953,5329653.533361297,19,U,3456,450.9
"Grande-Rivière, Quebec",388975.93181005237,5361847.011762699,20,U,3456,39.5
"Powassan, Ontario",626652.5984062862,5104518.23424743,17,T,3455,15.4
"Malartic, Quebec",713281.8372775894,5335091.135571105,17,U,3449,23.2
"Bonavista, Newfoundland and Labrador",343829.81656668975,5391797.881654837,22,U,3448,109.4
"Killarney - Turtle Mountain, Manitoba",449667.68681985803,5447417.468678717,14,U,3429.00,3.70
"Woodlands, Manitoba",590146.8567715398,5566169.090053796,14,U,3416.00,2.90
"Lewisporte, Newfoundland and Labrador",640510.048399641,5454816.878702425,21,U,3409,92.4
"Saint-Denis-de-Brompton, Quebec",728072.6157267841,5037080.420560597,18,T,3402,48.1
"Invermere, British Columbia",568759.4770644994,5595597.357026153,11,U,3391,315.9
"Salisbury, New Brunswick",329919.6544479728,5105021.521832964,20,T,3388.00,3.90
"Bifrost-Riverton, Manitoba",630089.1658436266,5658169.970676853,14,U,3378,2.1
"Buckland No. 491, Saskatchewan",448024.807554282,5908998.246237693,13,U,3375.00,4.30
"Cartier, Manitoba",593327.8749032122,5530112.517607048,14,U,3368,6.1
"Sainte-Anne-des-Lacs, Quebec",567291.630208387,5077746.880047074,18,T,3363,135.8
"Highlands East, Ontario",716867.7826984196,4982930.589876092,17,T,3343,4.7
"Alexander, Manitoba",707767.7739087481,5589663.782964626,14,U,3333.00,2.10
"Sainte-Claire, Quebec",357028.7812010404,5162407.610486513,19,T,3325,37.8
"Percé, Quebec",410179.82711087895,5376291.753377699,20,U,3312,7.7
"Saint-Jean-Port-Joli, Quebec",404089.0524395507,5230023.8275505975,19,T,3304,47.9
"East Hawkesbury, Ontario",541652.6938873224,5040490.132817599,18,T,3296,14.0
"Bright, New Brunswick",650316.1242233308,5109275.853355826,19,T,3289.00,8.10
"Penhold, Alberta",303804.6911501249,5779740.508800075,12,U,3277,619.9
"Saint-André-d'Argenteuil, Quebec",552025.5805422883,5046122.867984535,18,T,3275,33.5
"Saint-Côme--Linière, Quebec",382700.09639065084,5102576.55556108,19,T,3274,21.8
"Saint-Sulpice, Quebec",628145.9656997927,5076850.000737348,18,T,3273,90.0
"Marathon, Ontario",546552.4261579762,5399858.50744095,16,U,3273,19.2
"Forestville, Quebec",493874.7638946567,5397812.044106686,19,U,3270,16.8
"Inuvik, Northwest Territories",557265.6028055542,7581495.92036863,8,W,3243.00,51.90
"Richmond, Quebec",722001.3589766104,5060967.65257682,18,T,3232,460.2
"Lake Cowichan, British Columbia",422625.1822423694,5408626.911400657,10,U,3226,369.6
"Sables-Spanish Rivers, Ontario",422893.9315602424,5120455.20471163,17,T,3214,3.9
"Hillsburg-Roblin-Shell River, Manitoba",340276.37107125705,5689497.397784322,14,U,3214.00,1.90
"Port Hawkesbury, Nova Scotia",627538.3690452398,5052607.425854458,20,T,3214,396.6
"Three Hills, Alberta",343524.2443289341,5730900.6754803015,12,U,3212,475.7
"Lorette, Manitoba",653022.860352656,5512043.883643372,14,U,3208.00,685.00
"Paspebiac, Quebec",332272.66616780346,5322450.684389235,20,U,3198,33.8
"Saint-Thomas, Quebec",627724.2739841548,5097226.468623741,18,T,3193,33.6
"Saint-Jean-Baptiste, Quebec",647092.2611082233,5042076.876351179,18,T,3191,44.3
"Portneuf, Quebec",279576.9385436292,5175865.099996113,19,T,3187,29.1
"Pictou, Nova Scotia",522435.93822815845,5058690.196199124,20,T,3186,397.6
"Tisdale, Saskatchewan",563974.7988093726,5856007.229673823,13,U,3180,491.5
"Lake of Bays, Ontario",655382.5586609312,5018665.995721297,17,T,3167.00,4.70
"High Level, Alberta",492071.4975765089,6486268.615585811,11,V,3159,108.2
"Gibbons, Alberta",347126.5166376393,5966864.951060103,12,U,3159,421.3
"Bishops Falls, Newfoundland and Labrador",608454.3508861949,5430372.128507723,21,U,3156,112.2
"WestLake-Gladstone, Manitoba",511291.6527416777,5570464.530773785,14,U,3154.00,1.70
"Normandin, Quebec",681014.601824824,5411858.946447638,18,U,3137,14.8
"Saint-Alphonse-Rodriguez, Quebec",600328.7490388734,5115235.050027328,18,T,3134,32.0
"Beauséjour, Manitoba",677774.3324124833,5548501.875664726,14,U,3126,584.4
"Dalhousie, New Brunswick",677434.1427788308,5330162.402907482,19,U,3126,205.3
"Saint-Alphonse-de-Granby, Quebec",671076.4443362373,5022295.635050658,18,T,3125,62.6
"Lac du Bonnet, Manitoba",705215.9466154154,5571249.742961534,14,U,3121.00,2.80
"Clermont, Quebec",407440.37634806614,5281837.975168196,19,T,3118,62.8
"Virden, Manitoba",361137.1576998363,5523831.760234522,14,U,3114,370.20
"Compton, Quebec",278904.32711638696,5012727.626078605,19,T,3112,15.1
"White City, Saskatchewan",545650.12958402,5587228.583899429,13,U,3099,7.5
"Ellison, British Columbia",333775.8916206694,5537269.648107341,11,U,3094.00,37.60
"Mont-Saint-Grégoire, Quebec",643651.6637494802,5021611.682482393,18,T,3086,38.8
"Wellington, New Brunswick",365832.01820137573,5148509.5140060615,20,T,3079.00,16.70
"Merrickville, Ontario",434662.2029549757,4967053.29914136,18,T,3067.00,14.30
"Saint-Liboire, Quebec",674015.7448438093,5057587.053555143,18,T,3051,41.9
"Dégelis, Quebec",526334.6494383981,5266345.913904874,19,T,3051,5.5
"Morris, Manitoba",611793.9016130859,5472909.216584288,14,U,3047.00,2.90
"Saint-Alexis-des-Monts, Quebec",643321.5733932285,5147596.089239419,18,T,3046,2.9
"Cap-Saint-Ignace, Quebec",388563.43339125137,5209908.448189756,19,T,3045,14.6
"Saint-Anaclet-de-Lessard, Quebec",542862.4375139406,5369814.905406714,19,U,3035,23.9
"Carman, Manitoba",572350.2652451724,5483431.621770403,14,U,3027,702.4
"Athens, Ontario",424638.62839722005,4941732.925300086,18,T,3013,23.6
"Melancthon, Ontario",558643.404426414,4888794.630312357,17,T,3008,9.7
"Cap Santé, Quebec",287090.5212185252,5171889.710552617,19,T,2996,54.7
"Harbour Grace, Newfoundland and Labrador",333665.2108020724,5284415.005970207,22,T,2995,88.8
"Houston, British Columbia",653082.1594092941,6030311.108452206,9,U,2993,41.0
"Adelaide-Metcalfe, Ontario",442897.80788370897,4755500.082014759,17,T,2990,9.0
"Crossfield, Alberta",706206.7628722879,5702187.0720721595,11,U,2983,249.3
"Springdale, Newfoundland and Labrador",567146.6524494253,5483164.951798194,21,U,2971,168.80
"Fort Macleod, Alberta",327210.45969688066,5510881.311140868,12,U,2967,126.8
"Athabasca, Alberta",352789.0280154217,6065998.111609233,12,U,2965,168.0
"Enderby, British Columbia",348419.78943602135,5602060.122231027,11,U,2964,695.8
"Saint-Ferréol-les-Neiges, Quebec",359660.9890846694,5219793.123473446,19,T,2964,35.6
"Laurentian Hills, Ontario",303024.7859166312,5112019.381252907,18,T,2961,4.6
"Grand Valley, Ontario",550816.9244832549,4866514.393865309,17,T,2956,18.7
"Senneterre, Quebec",334648.5419486768,5361313.641081754,18,U,2953,0.2
"Sainte-Marie-Madeleine, Quebec",648177.3939469913,5051362.001295561,18,T,2935,57.7
"Admaston/Bromley, Ontario",351878.3556403522,5043490.5915735625,18,T,2935,5.6
"Saint-Gabriel-de-Valcartier, Quebec",312238.30302108056,5200705.657532214,19,T,2933,6.7
"North Algona Wilberforce, Ontario",328477.3178689139,5053815.673148904,18,T,2915,7.7
"Kingston, New Brunswick",732822.2401748169,5039067.995953329,19,T,2913.00,14.50
"Wawa, Ontario",666097.260781134,5317931.839846623,16,T,2905,7.0
"Saint-Christophe-d'Arthabaska, Quebec",276876.665858822,5101789.776851345,19,T,2892,41.9
"Sainte-Mélanie, Quebec",614578.7396652217,5109927.599152832,18,T,2892,38.1
"Ascot Corner, Quebec",283656.56016976526,5036665.513631613,19,T,2891,35.1
"Horton, Ontario",369786.35465836484,5039847.532903985,18,T,2887,18.2
"Saint-Michel, Quebec",612506.5095366547,5009866.807876205,18,T,2884,48.2
"Botwood, Newfoundland and Labrador",619102.2191042567,5445415.049488727,21,U,2875,191.0
"Saint-Paul-d'Abbotsford, Quebec",665565.6270551289,5033265.687653683,18,T,2870,36.1
"Saint-Marc-des-Carrières, Quebec",725591.4765853942,5174198.595675295,18,T,2862,172.0
"Stanstead, Quebec",728498.0231058975,4988897.469647461,18,T,2857,125.8
"Sainte-Anne-de-Beaupré, Quebec",353067.48303409794,5208833.725894187,19,T,2854,45.6
"Sainte-Luce, Quebec",545755.3774416298,5377618.937672728,19,U,2851,39.0
"Saint-Gabriel, Quebec",624505.8154374433,5128650.539315042,18,T,2844,1012.3
"Rankin Inlet, Nunavut",544215.8102327426,6966946.48282258,15,V,2842.00,140.40
"Vanscoy No. 345, Saskatchewan",358939.65394580417,5763844.318467251,13,U,2840.00,3.30
"Cedar, British Columbia",439695.1086409869,5437266.708156447,10,U,2836.00,83.80
"Princeton, British Columbia",680726.9051250801,5481461.5668124175,10,U,2828,47.4
"La Loche, Saskatchewan",596484.0874222827,6260971.591611059,12,V,2827,181.3
"Kingsclear, New Brunswick",665325.8764770273,5082877.456866418,19,T,2822.00,18.60
"Ferme-Neuve, Quebec",465597.49044213525,5171925.397944625,18,T,2822,3.6
"Thurso, Quebec",481024.3831814075,5049290.688478572,18,T,2818,449.0
"Adstock, Quebec",339087.16888698604,5101706.131057809,19,T,2806,9.7
"Shuniah, Ontario",364795.62622344645,5382757.293196947,16,U,2798,4.9
"Enniskillen, Ontario",408030.5399778205,4741073.677452281,17,T,2796,8.3
"Yamachiche, Quebec",666962.9874225853,5125962.016593572,18,T,2787,26.2
"Saint-Maurice, Quebec",689387.1465243705,5148859.623425621,18,T,2775,30.3
"Bonaventure, Quebec",314942.1497487257,5324841.054044093,20,U,2775,26.6
"Val-Morin, Quebec",563494.424988385,5094374.340120449,18,T,2772,70.3
"Pohénégamook, Quebec",483669.2661248923,5257051.668347925,19,T,2770,8.1
"Wakefield, New Brunswick",606022.0030115682,5121699.415379532,19,T,2767.00,14.10
"Stoke, Quebec",281375.45731600595,5046009.924417868,19,T,2765,10.8
"Sainte-Marguerite-du-Lac-Masson, Quebec",571761.3438987512,5100687.82621597,18,T,2763.00,30.00
"Saint-Prime, Quebec",696918.4699488985,5384209.879711269,18,U,2758,18.7
"Kuujjuaq, Quebec",536842.739041399,6444790.737045112,19,V,2754.00,9.40
"Atikokan, Ontario",601682.1907890039,5400588.013698611,15,U,2753,8.6
"Grenville-sur-la-Rouge, Quebec",528572.9229466632,5055226.672370411,18,T,2746,8.7
"North Cypress-Langford, Manitoba",471460.3752487068,5538361.999793443,14,U,2745.00,1.60
"Sainte-Anne-de-Sorel, Quebec",649563.9933350252,5101419.859086934,18,T,2742,71.4
"Macamic, Quebec",647011.9214544517,5401594.543659793,17,U,2734,13.5
"Sundre, Alberta",662694.2297925123,5741115.645454043,11,U,2729,245.6
"Rougemont, Quebec",652526.6343629321,5032935.87920864,18,T,2723,62.0
"Piedmont, Quebec",567487.2910238103,5083304.868711908,18,T,2721,111.7
"Grimshaw, Alberta",462038.05038649746,6227483.820278398,11,V,2718,383.4
"Lac-des-Écorces, Quebec",473168.47644287406,5155218.712889792,18,T,2713,18.8
"Northeastern Manitoulin and the Islands, Ontario",427689.18396230426,5090771.07425908,17,T,2706,5.5
"Pelican Narrows, Saskatchewan",631516.7028811225,6117692.5341412155,13,U,2703,295.0
"McDougall, Ontario",576889.9953381947,5033411.886587723,17,T,2702,10.1
"Black Diamond, Alberta",695421.989351652,5618793.213681545,11,U,2700,702.7
"Saint-Pamphile, Quebec",440412.30183134414,5201761.353015794,19,T,2685,19.6
"Bedford, Quebec",658623.736150472,4997892.826729748,18,T,2684,639.4
"Weedon-Centre, Quebec",307969.4623889836,5063675.64723657,19,T,2683,12.4
"Lacolle, Quebec",628542.3377006752,4993501.622237606,18,T,2680,54.0
"Saint-Gabriel-de-Brandon, Quebec",624581.2933270688,5124950.560713785,18,T,2679,26.8
"Errington, British Columbia",402315.52437797026,5460273.5294250855,10,U,2677.00,97.40
"Coalhurst, Alberta",360821.7688998423,5512148.142660024,12,U,2668,857.5
"French River / Rivière des Français, Ontario",538599.7054302305,5112690.77163589,17,T,2662,3.6
"Arviat, Nunavut",436984.8344273565,6774444.052332726,15,V,2657.00,20.10
"Saint-David-de-Falardeau, Quebec",343999.1292457032,5387010.101725609,19,U,2657,6.6
"Markstay, Ontario",540543.9670562755,5148761.105032618,17,T,2656.00,5.20
"Spaniards Bay, Newfoundland and Labrador",324399.49825990165,5276500.97388176,22,T,2653,40.40
"Cocagne, New Brunswick",375332.31631256663,5133166.841999415,20,T,2649,66.78
"Saint-Bruno, Quebec",304119.774071111,5371566.161782995,19,U,2636,33.8
"Chetwynd, British Columbia",585900.3641582283,6173225.984318644,10,U,2635,43.1
"Laurier-Station, Quebec",298069.0294556953,5156672.562872989,19,T,2634,219.3
"Saint-Anicet, Quebec",551122.8914217087,4996486.504137307,18,T,2626,19.4
"Saint-Mathieu-de-Beloeil, Quebec",640461.6788692706,5047482.473671435,18,T,2624,65.8
"Cap-Chat, Quebec",669103.2679555123,5441157.145814546,19,U,2623,14.4
"Sexsmith, Alberta",386979.501800529,6135275.685540172,11,U,2620,197.9
"Notre-Dame-de-Lourdes, Quebec",621093.918856051,5106351.367184364,18,T,2595,72.6
"Ville-Marie, Quebec",618365.3610458716,5243393.703034728,17,T,2595,424.8
"Saint-Isidore, Quebec",603491.7737071175,5017124.924172773,18,T,2581,49.7
"Shippegan, New Brunswick",371228.7578248636,5289265.367242183,20,T,2580,257.6
"East Garafraxa, Ontario",560281.9395063014,4855486.22853675,17,T,2579,15.5
"Pemberton, British Columbia",513860.65108393645,5574262.234371946,10,U,2574,217.5
"Unity, Saskatchewan",624632.8419498495,5810813.578732736,12,U,2573,244.6
"Rimbey, Alberta",688347.5310104899,5835116.552307614,11,U,2567,225.1
"High Prairie, Alberta",532518.7234396242,6143041.397786214,11,U,2564,355.3
"Turner Valley, Alberta",692280.8170846585,5617095.9185786,11,U,2559,442.1
"Hanna, Alberta",434818.8850010619,5721230.267443642,12,U,2559,290.6
"Fort Smith, Northwest Territories",439692.1307945876,6654800.104621793,12,V,2542.00,27.40
"Maria, Quebec",278188.07936030615,5339133.014334216,20,U,2536,26.7
"Saint-Chrysostome, Quebec",597033.6605878794,4994799.029800065,18,T,2522,25.2
"Greater Madawaska, Ontario",354185.8112615419,5014869.901257746,18,T,2518,2.4
"Berwick, Nova Scotia",363289.74522091774,4989692.988560323,20,T,2509,381.3
"Saint-Damase, Quebec",656160.9218056917,5044141.53223947,18,T,2506,31.7
"Lincoln, New Brunswick",690634.75589372,5082715.496505027,19,T,2504.00,98.20
"Disraeli, Quebec",317708.07135428546,5085622.273650321,19,T,2502,362.1
"Sainte-Victoire-de-Sorel, Quebec",648547.2622118853,5090278.307933553,18,T,2501,33.5
"Meadow Lake No. 588, Saskatchewan",677513.4096168869,6000428.19643144,12,U,2501.00,0.40
"Elkford, British Columbia",649296.494454551,5543091.259421884,11,U,2499,24.6
"Georgian Bay, Ontario",593289.2426396734,4981776.270152827,17,T,2499,4.6
"Saint-Alexandre, Quebec",647829.0665569424,5010592.851863425,18,T,2495,32.8
"Hérbertville, Quebec",301556.43798844505,5358369.230134836,19,U,2491.00,9.50
"Moosomin, Saskatchewan",309225.38022825395,5557832.433611141,14,U,2485,327.5
"North Kawartha, Ontario",729557.1022913066,4959270.893428,17,T,2479,3.2
"Sainte-Thècle, Quebec",690709.2116008961,5187829.709688672,18,T,2478,11.6
"Trenton, Nova Scotia",528596.3249802337,5051815.947996188,20,T,2474,407.8
"Fermont, Quebec",629267.0964441724,5849887.011803146,19,U,2474,5.2
"Esterhazy, Saskatchewan",707355.4535124896,5615010.863347847,13,U,2472,520.9
"Wickham, Quebec",694449.222200917,5069311.058672564,18,T,2470,25.0
"La Présentation, Quebec",651896.4069939936,5058865.900057905,18,T,2466,26.1
"Beaverlodge, Alberta",345434.1001637385,6120785.205126856,11,U,2465,430.5
"Sainte-Catherine-de-Hatley, Quebec",731491.0468540614,5014957.004485383,18,T,2464,28.5
"Saint-Basile, Quebec",284867.15656261833,5181236.29367363,19,T,2463,25.1
"Saint-Raphaël, Quebec",366460.8693552768,5184426.080619426,19,T,2463,20.3
"Holyrood, Newfoundland and Labrador",338981.2134133517,5249966.716517983,22,T,2463,19.6
"Gracefield, Quebec",425990.1941760429,5104781.584533891,18,T,2462.00,6.40
"Saint-Martin, Quebec",372160.6302040991,5091671.210430721,19,T,2462,20.8
"Causapscal, Quebec",630848.816683778,5358566.726869892,19,U,2458,15.2
"Brigham, Quebec",668714.0825808013,5012971.435693756,18,T,2457,28.2
"Perry, Ontario",634119.9580368667,5039929.820930606,17,T,2454,13.1
"Port-Daniel--Gascons, Quebec",353816.6201732518,5338543.771439616,20,U,2453,8.1
"Rosetown, Saskatchewan",293168.7739886385,5715208.577454747,13,U,2451,201.9
"Minnedosa, Manitoba",439907.2637893508,5566244.652069944,14,U,2449,161.1
"Labelle, Quebec",520545.54558799026,5125559.409849635,18,T,2445,12.3
"Huntingdon, Quebec",565325.5970071043,4992172.502816324,18,T,2444,879.2
"Hébertville, Quebec",301398.6127120003,5364238.94925479,19,U,2441,9.3
"Black River-Matheson, Ontario",539369.9782132331,5375714.3676688215,17,U,2438,2.1
"Saint-Michel-des-Saints, Quebec",582843.6057472927,5170541.211191506,18,T,2436,4.9
"Dufferin, Manitoba",567294.8052482335,5487002.827453788,14,U,2435.00,2.70
"Saint-Victor, Quebec",353277.7081582212,5112468.44808779,19,T,2430,20.2
"Sicamous, British Columbia",361268.8696020386,5633637.731496802,11,U,2429,192.0
"Cap Pele, New Brunswick",401105.822673309,5118979.326971155,20,T,2425.00,103.80
"Kelsey, Manitoba",342029.5074033193,5956767.798037422,14,U,2424,2.8
"Killaloe, Hagarty and Richards, Ontario",305030.2619466747,5052646.33812125,18,T,2420,6.1
"Alvinston, Ontario",426062.38146060746,4744432.706158833,17,T,2411.00,7.70
"Dundurn No. 314, Saskatchewan",393761.7414920389,5742820.53470705,13,U,2404.00,3.00
"Saint-Éphrem-de-Beauce, Quebec",350123.15603033634,5101605.344336969,19,T,2400.00,20.20
"Assiniboia, Saskatchewan",428971.6412570324,5496479.357591161,13,U,2389,630.3
"Témiscaming, Quebec",645208.7761694393,5175435.810088024,17,T,2385,3.3
"Magrath, Alberta",364514.9260055924,5476258.537511674,12,U,2374,396.4
"Sainte-Geneviève-de-Berthier, Quebec",637876.8727924341,5104848.639756833,18,T,2365,35.5
"Buctouche, New Brunswick",367577.9969687115,5147926.418080045,20,T,2361,130.5
"Grand Manan, New Brunswick",672741.8228559333,4950825.959701325,19,T,2360,15.8
"Sainte-Madeleine, Quebec",648177.3939469913,5051362.001295561,18,T,2356,439.8
"Boissevain, Manitoba",420158.82874267927,5447810.029871258,14,U,2353.00,2.20
"Scott, Quebec",340664.7292207436,5153032.502830903,19,T,2352.00,75.10
"Sainte-Croix, Quebec",290987.64036309696,5166557.976525415,19,T,2352,33.8
