"city, state_name",x,y,population,density
"Port Jefferson, New York",-8132768.226425901,5004453.625832214,8145,1028
"Middleport, Ohio",-9135356.08830644,4720926.744566648,8145.0,517
"San Antonio, Puerto Rico",-7380504.503492196,2089912.5963541763,8144,1787
"Cumberland Hill, Rhode Island",-7954946.471832726,5157025.672049822,8142,988
"Manhasset, New York",-8203611.95036674,4981180.633986499,8138,1317
"Jennings Lodge, Oregon",-13649472.759464476,5683541.5365006905,8138,1960
"West Livingston, Texas",-10576431.424421685,3593292.7335468438,8134,132
"Kalifornsky, Alaska",-16831195.31336874,8498740.966357045,8134,45
"Leesville, Louisiana",-10383225.316200878,3650905.168511632,8132.0,381
"Oradell, New Jersey",-8241137.750713153,5005883.318861626,8131,1301
"Minnetrista, Minnesota",-10431782.878084904,5611388.715603491,8130,121
"Gering, Nebraska",-11539923.881135626,5135174.7021573,8128,729
"Robinwood, Maryland",-8645405.613478005,4811828.252354191,8123,812
"Hazard, Kentucky",-9261525.599171536,4475171.892683447,8118.0,251
"Omak, Washington",-13304449.129699804,6177484.150093649,8114.0,478
"Lake Carmel, New York",-8200695.379707956,5080608.41764563,8114,607
"Pewaukee, Wisconsin",-9824223.361233374,5324979.644584909,8113,753
"West Dundee, Illinois",-9830323.669328848,5175745.705138782,8113,841
"Duvall, Washington",-13577927.722731639,6062947.171533988,8107,1277
"Hempstead, Texas",-10695342.904487059,3516461.866608728,8107.0,498
"Vinton, Virginia",-8893169.404136594,4477451.9171228,8104,1005
"Poteau, Oklahoma",-10534797.934865,4169726.208778505,8104.0,113
"Joshua, Texas",-10840837.478953866,3823581.537907691,8101,341
"Oak Hill, West Virginia",-9031094.253229462,4577222.290403546,8098,325
"Monument, Colorado",-11671481.255355116,4732205.292000615,8097,459
"Alondra Park, California",-13172991.943022028,4013840.108406871,8097,2825
"Croton-on-Hudson, New York",-8226532.633521075,5041960.501241808,8095,673
"Briarcliff Manor, New York",-8220276.478138492,5033013.614565681,8094,524
"Bellevue, Ohio",-9221639.825620307,5052885.429515742,8094.0,504
"Sound Beach, New York",-8123272.673861235,5006119.164698794,8093,1909
"Mount Rainier, Maryland",-8567648.949158903,4713409.909493462,8093,4910
"Maplewood, Missouri",-10054821.686411642,4666259.558652177,8092,2007
"Fort Belvoir, Virginia",-8587842.304788804,4680487.337060703,8091,352
"Selah, Washington",-13418340.100730402,5884839.22222667,8087,676
"Dalhart, Texas",-11411617.036047298,4308591.250227889,8086.0,670
"Alliance, Nebraska",-11452170.726543289,5176345.83448254,8086.0,626
"Shorewood, Minnesota",-10418424.539189711,5606310.875191884,8084,584
"Chester, Illinois",-9999373.448047513,4568116.540739668,8082.0,546
"Garden City Park, New York",-8200227.837846625,4974595.965890188,8081,3164
"Kronenwetter, Wisconsin",-9972077.908905001,5592663.586295491,8079,60
"Gilberts, Illinois",-9837481.512586854,5177411.1573178945,8076,563
"Bargersville, Indiana",-9595784.634176498,4799492.997076481,8076,166
"Hampton, Georgia",-9382618.94125646,3946318.508603473,8073,567
"Rockmart, Georgia",-9467065.906972237,4030185.148347726,8071.0,303
"South Cleveland, Tennessee",-9452104.567409622,4178798.946900582,8069,218
"Broadview Park, Florida",-8928802.773139521,3011211.338832696,8068,3200
"Helena Valley Southeast, Montana",-12458721.562296066,5879862.2982262205,8067,217
"Wyoming, Minnesota",-10350107.76768988,5674653.004902165,8066,150
"Old Jefferson, Louisiana",-10130741.579132654,3552179.7309824666,8065,884
"Lake Dallas, Texas",-10800595.483032098,3912266.295128385,8063,1298
"Haiku-Pauwela, Hawaii",-17399481.313868403,2381817.630334644,8061,197
"Bloomingdale, New Jersey",-8274589.257696532,5016767.664541266,8061,353
"Rolling Hills Estates, California",-13174761.92292564,3999071.8387566945,8058,869
"North Bay Village, Florida",-8922646.805298652,2980353.826109071,8057,8413
"Willits, California",-13731192.397655819,4779808.282950291,8055.0,670
"Clinton, Illinois",-9903349.255289236,4887297.843139099,8055.0,741
"Decorah, Iowa",-10217392.67076614,5357976.39970955,8051.0,410
"Brookhaven, Pennsylvania",-8392576.785988323,4847286.542582027,8049,1819
"Conshohocken, Pennsylvania",-8382747.274951275,4877167.123098405,8047,3093
"Ripley, Tennessee",-9967079.663768383,4265576.540945213,8045.0,232
"Chardon, Ohio",-9040055.472238319,5098316.283906743,8044.0,434
"Morehead, Kentucky",-9289244.152379062,4606386.300849747,8044.0,308
"Ripon, Wisconsin",-9889478.846736394,5441270.737543898,8040.0,608
"Bellevue, Pennsylvania",-8911681.835455516,4938064.0373061225,8036,3075
"Wading River, New York",-8106619.27803856,5004438.887822592,8034,317
"Nantucket, Massachusetts",-7802906.311307273,5052589.198288696,8034,517
"McGregor, Florida",-9118557.977145735,3068743.1952811885,8032,1310
"Northfield, New Jersey",-8299346.7124489555,4775069.528568273,8031,865
"Menominee, Michigan",-9754192.269575328,5640748.381034343,8029,601
"Pleasant Hills, Pennsylvania",-8901061.956033837,4913984.295923219,8026,1115
"Pahokee, Florida",-8979252.766367033,3101026.0182285723,8025.0,458
"Crete, Illinois",-9754214.533473484,5077459.799875708,8023,328
"Fruitvale, Colorado",-12075815.909814443,4735044.822175612,8021,1065
"Chestnut Ridge, New York",-8243776.022644954,5024577.095375097,8020,625
"Island Lake, Illinois",-9818367.956017649,5202759.026837503,8020,924
"Oak Brook, Illinois",-9790693.930606442,5136623.903231113,8016,388
"Seaford, Delaware",-8416978.018370207,4672202.020806368,8013,609
"Firebaugh, California",-13408833.416216657,4418692.289664988,8000.0,910
"Sudden Valley, Washington",-13619583.476186484,6227467.238212609,7999,493
"Brazil, Indiana",-9698599.315873167,4796808.409722119,7993,837
"Aberdeen, North Carolina",-8842396.584385782,4182242.272309407,7988,304
"Jefferson, Wisconsin",-9886105.866165357,5312641.595793003,7986,530
"Prien, Louisiana",-10381778.162820565,3524145.8505066475,7976,564
"Juncos, Puerto Rico",-7337768.95097666,2064065.3612369178,7970,2382
"Williamsburg, Florida",-9066538.37909804,3299688.7087783185,7967,866
"Brentwood, Missouri",-10057448.826394364,4667299.596255363,7966,1580
"Aztec, New Mexico",-12020568.046533743,4413907.6610858515,7963.0,195
"La Junta, Colorado",-11526832.709018337,4576487.887026877,7963.0,865
"Ridgefield, Connecticut",-8181459.371698879,5052426.274982214,7963,480
"Baltimore Highlands, Maryland",-8531158.42007687,4755461.2864725,7959,1772
"Southwest Ranches, Florida",-8947304.072509363,3004977.6026816107,7957,236
"Quincy, Florida",-9416037.0523926,3576500.394066337,7957.0,228
"Richland Hills, Texas",-10823293.527204849,3870045.487120527,7953,979
"Maryville, Illinois",-10014813.46142054,4682513.343376333,7952,548
"Caldwell, New Jersey",-8268544.609346458,4988623.126008368,7941,2602
"Templeton, California",-13438288.553480558,4239698.390704214,7938,388
"Hillside, Illinois",-9785194.747761253,5141137.255935227,7933,962
"Columbiana, Ohio",-8980699.919747345,4995703.17490472,7931.0,394
"Batesville, Indiana",-9485967.956508934,4764361.544457336,7930.0,419
"Logan, Ohio",-9173427.35415774,4799117.688930998,7930.0,565
"Sheboygan Falls, Wisconsin",-9776812.390104521,5423599.639846849,7926,567
"Delta, Colorado",-12031098.870362787,4686780.687759005,7918.0,261
"Hitchcock, Texas",-10578134.612630822,3413182.9508500067,7914,50
"Lake Shore, Washington",-13657910.776866607,5730985.208675486,7909,1867
"Evergreen, Montana",-12720489.34489645,6145337.982452751,7907,356
"Bonner Springs, Kansas",-10561726.119687892,4733381.162359891,7906,195
"Camp Hill, Pennsylvania",-8563518.996050475,4901215.380706339,7905,1436
"Long Grove, Illinois",-9796749.710905597,5190504.8681525085,7905,247
"Wilmington Manor, Delaware",-8414072.579660503,4820388.091761512,7902,1887
"Downingtown, Pennsylvania",-8427096.960083315,4867046.7522607045,7897,1393
"Grand Ledge, Michigan",-9433747.983377809,5274511.82014759,7896,800
"Waller, Washington",-13622154.956423808,5975353.940172754,7894,383
"Old Forge, Pennsylvania",-8431438.420224253,5067144.886246386,7894,892
"Lincolnshire, Illinois",-9787009.255461184,5190339.582766669,7893,669
"Mansfield Center, Massachusetts",-7927951.495315357,5164350.431022287,7892,1105
"Jersey Village, Texas",-10639037.506043822,3489456.710654827,7890,901
"Centerville, Georgia",-9315804.982882336,3846850.1802537246,7884,768
"Oberlin, Ohio",-9152655.137175716,5054574.120847525,7882.0,643
"West Long Branch, New Jersey",-8239701.729281919,4907926.121082552,7881,1065
"Flushing, Michigan",-9333059.503955295,5321672.667991825,7880,841
"Middletown, Kentucky",-9520209.831876945,4613527.194777414,7877,592
"Ashland, Virginia",-8624087.930991095,4545520.797759137,7875,422
"Seminole, Texas",-11426979.12577677,3858303.2011127886,7871.0,794
"Altoona, Wisconsin",-10178887.258900747,5590545.313273049,7870,641
"Tuskegee, Alabama",-9541627.70190557,3821141.107016735,7870.0,195
"Mascoutah, Illinois",-9996980.078995457,4653033.240892781,7870.0,323
"Grand Blanc, Michigan",-9308324.313101029,5300684.661247068,7870,841
"Abingdon, Virginia",-9125003.375662666,4398608.502668448,7867,377
"Temple Hills, Maryland",-8565979.156797005,4694577.845362759,7864,2156
"Boyes Hot Springs, California",-13635390.843879128,4623680.315645818,7863,2863
"Bridge City, Texas",-10446287.807735268,3507380.93105747,7862,471
"Vandenberg Village, California",-13409801.89578656,4124689.766529744,7861,578
"Eaton, Ohio",-9421447.179645153,4829766.0632826155,7858.0,501
"Woodlake, California",-13258140.221529804,4357516.363084906,7854.0,1214
"North Weeki Wachee, Florida",-9189835.84710067,3319648.136908677,7853,213
"Hastings-on-Hudson, New York",-8224295.11175613,5010896.273528774,7853,1553
"Luquillo, Puerto Rico",-7316117.310017367,2081312.7368724465,7841,2849
"Princeton, Illinois",-9959086.924329426,5068658.039184461,7840.0,348
"Los Fresnos, Texas",-10852281.122607416,3008372.983757862,7837,741
"Blandon, Pennsylvania",-8446911.82944452,4930762.248738159,7837,681
"South Weber, Utah",-12461014.743806409,5032038.09005773,7836,652
"Smithville, New Jersey",-8290875.299199588,4792595.3461523205,7835,602
"Watford City, North Dakota",-11495718.911341615,6074110.260003709,7835,339
"Crookston, Minnesota",-10754152.991473146,6069454.45416575,7835.0,579
"Covington, Virginia",-8904089.846183416,4548182.373623372,7832.0,390
"Latrobe, Pennsylvania",-8836830.609846119,4911458.38743078,7830,1305
"Sallisaw, Oklahoma",-10553866.963637887,4226638.6888378775,7825.0,233
"DeFuniak Springs, Florida",-9586923.602709355,3595441.916873169,7823.0,193
"Baldwinsville, New York",-8497217.107334,5335899.461310955,7822,970
"Olivette, Missouri",-10060899.730608957,4674853.730923822,7822,1090
"Winters, California",-13578539.979931,4654854.581764876,7820.0,962
"Breckenridge, Colorado",-11804686.158038348,4793475.326170739,7818.0,316
"Medina, New York",-8726201.299895763,5345472.43943098,7816.0,662
"Thousand Palms, California",-12952523.69150595,4003988.014329277,7814,127
"Southeast Arcadia, Florida",-9111734.092360107,3146754.30113916,7813,415
"Seville, Ohio",-9113403.884722006,5015410.143361053,7812.0,356
"Montrose, Virginia",-8613590.503009288,4511838.071977339,7810,936
"Port Jefferson Station, New York",-8133569.726759613,5001432.800372679,7808,1136
"Wilson, Pennsylvania",-8375756.410929459,4965901.5962973945,7807,2609
"Aubrey, Texas",-10793782.73019555,3933487.3010743726,7806.0,624
"Carnegie, Pennsylvania",-8915143.871619187,4925410.073805662,7806,1862
"Porters Neck, North Carolina",-8657261.139247488,4068374.6405132394,7802,556
"Pittston, Pennsylvania",-8436737.227986014,5060753.690859443,7802,1942
"Rio Bravo, Texas",-11074285.58309644,3169123.086573108,7797.0,2753
"Withamsville, Ohio",-9382095.73964973,4730671.130029238,7788,961
"Campbell, Ohio",-8971282.290826235,5023809.160228539,7785,808
"Guadalupe, California",-13422180.62316277,4158555.295829047,7783.0,2293
"Clarksville, Arkansas",-10406179.395202452,4226160.355812104,7780.0,203
"Providence, Utah",-12446866.036526583,5116638.318343947,7780,782
"Milan, Michigan",-9315804.982882336,5173210.576390954,7778.0,675
"Pukalani, Hawaii",-17403856.169856578,2371964.814981799,7769,794
"Estes Park, Colorado",-11746610.779691497,4919841.638446577,7769.0,364
"Waite Park, Minnesota",-10492173.701840254,5705555.229194838,7768,237
"Raritan, New Jersey",-8309231.883231399,4949591.129908256,7765,1505
"Park City, Kansas",-10834225.101200748,4552662.116853059,7764,305
"Forsyth, Missouri",-10364022.70403904,4395429.1446625665,7761.0,293
"Sangaree, South Carolina",-8919507.595658282,3899658.424507023,7760,1474
"Tiverton, Rhode Island",-7925613.786008699,5108277.344837733,7757,716
"Swainsboro, Georgia",-9165434.614718784,3840559.7081522355,7757.0,231
"Cheraw, South Carolina",-8895373.530054301,4122577.4197352277,7757.0,361
"Cherry Valley, California",-13020974.046394734,4026076.557703501,7755,373
"Dry Run, Ohio",-9387706.241985712,4736708.755675906,7754,629
"Fort Dix, New Jersey",-8305424.756646269,4866814.221462595,7753,293
"Jasper, Texas",-10463442.141266512,3622636.472532122,7750.0,279
"Blair, Nebraska",-10701821.698851228,5092573.639754362,7748.0,553
"Round Lake Park, Illinois",-9804464.15161757,5210676.262351047,7747,1450
"Spring Valley Lake, California",-13054247.442192843,4095963.443297531,7744,988
"Strathmore, New Jersey",-8262054.68303321,4924503.709572442,7742,1515
"Glastonbury Center, Connecticut",-8081806.1635407405,5116429.577896074,7742,629
"Quarryville, Pennsylvania",-8478281.661950063,4850797.243306676,7741.0,824
"South Boston, Virginia",-8784610.636714993,4399205.605665372,7740.0,224
"Salida, Colorado",-11799654.51705449,4654569.97589773,7740.0,851
"Albion, New York",-8704093.24902422,5349490.829499702,7738.0,758
"Sabana Seca, Puerto Rico",-7367224.088240557,2087624.4179653972,7731,2695
"Salem, Illinois",-9902870.581478823,4668510.732339849,7730.0,386
"Payette, Idaho",-13016087.12074891,5477644.773764435,7727,749
"Grove, Oklahoma",-10551740.761363735,4382527.057826944,7726.0,297
"Gettysburg, Pennsylvania",-8597638.419978613,4841326.990881479,7724,1796
"Southwood Acres, Connecticut",-8078666.95390037,5155139.222250076,7715,732
"Kasson, Minnesota",-10324682.395992696,5470596.881986025,7715.0,824
"Granite Falls, Washington",-13577705.083750054,6121407.416938972,7713.0,745
"Rockwood, Virginia",-8635542.706593722,4503841.018122663,7712,549
"York, Nebraska",-10863980.80108979,4993156.120236353,7711.0,468
"Clear Lake, Iowa",-10394346.133331126,5332481.831883757,7711.0,270
"West Samoset, Florida",-9190002.826336859,3182340.8517837287,7708,2227
"Wedgefield, Florida",-9025873.369111257,3310221.954029483,7701,127
"Fanwood, New Jersey",-8280578.24630121,4959635.281649915,7697,2218
"Antigo, Wisconsin",-9924755.993368782,5643793.776594307,7695.0,473
"Green, Oregon",-13735199.899324378,5334968.643488996,7695,651
"Mammoth Lakes, California",-13245906.209491622,4526908.7694997145,7694.0,127
"Ogden, North Carolina",-8660266.765498906,4064521.6172004067,7692,655
"Baldwin Harbor, New York",-8193392.821111918,4957860.310291576,7690,2564
"Carbondale, Colorado",-11935085.809553588,4778396.505434279,7684.0,1317
"Oceano, California",-13426132.465085931,4177737.5839317897,7678,1935
"Sebastopol, California",-13673105.887359887,4636101.73161785,7674,1573
"Hastings, Michigan",-9494294.654420273,5258818.839270491,7670.0,541
"Indiantown, Florida",-8960250.52928862,3128157.660267817,7669.0,197
"Half Moon, North Carolina",-8622707.569305258,4140775.631380604,7669,399
"Plain City, Utah",-12477545.68818921,5057730.098078908,7669,248
"Richfield, Utah",-12478091.153694097,4687751.436954379,7668.0,536
"St. Rose, Louisiana",-10053129.630151585,3499038.8631956326,7665,466
"Holtville, California",-12843820.208746318,3870509.064345435,7664.0,2214
"Auburn, Georgia",-9332124.420232631,4030910.3474183837,7660,438
"Thurmont, Maryland",-8616974.615529403,4811018.917143874,7659.0,859
"Oakdale, Louisiana",-10314218.363858128,3608837.3392597656,7656.0,562
"Meadow Lakes, Alaska",-16654286.378600074,8773812.01083241,7656,39
"Brighton, Michigan",-9326870.140267188,5240674.277241396,7656,841
"Chehalis, Washington",-13688401.185394885,5887369.295309795,7654,508
"Butler, New Jersey",-8276281.313956589,5012179.415452506,7654,1453
"Inwood, Florida",-9102338.727337155,3253904.3000524784,7651,1553
"Lake of the Woods, Virginia",-8656192.472135874,4626745.235950744,7649,599
"Lamar, Colorado",-11423082.943599006,4589870.670802944,7646.0,560
"Windsor, Wisconsin",-9940296.19428352,5348665.61932341,7644,105
"North Springfield, Virginia",-8594176.38381494,4693406.462545415,7644,1910
"Scotia, New York",-8233267.462714069,5286450.572903662,7642,1754
"Marshfield, Missouri",-10342872.000788318,4486800.983043113,7638.0,559
"Charlestown, Indiana",-9536484.741430923,4639923.45019603,7637.0,282
"Catalina, Arizona",-12345309.26507588,3827117.753947388,7635,207
"Devils Lake, North Dakota",-11006714.652184924,6125691.312484689,7631.0,408
"River Oaks, Texas",-10842340.292079575,3865701.993047109,7630,1459
"San Lorenzo, Puerto Rico",-7343457.376956196,2059729.435768569,7629,2176
"Wapato, Washington",-13405260.060562192,5851707.491968852,7627.0,1635
"Waupaca, Wisconsin",-9915438.551989384,5519859.620635844,7627.0,290
"South Beloit, Illinois",-9910195.40397302,5233486.592978863,7624,491
"Summit View, Washington",-13619583.476186484,5964022.86768949,7621,909
"Wimauma, Florida",-9161972.578555113,3210750.4175047963,7621,117
"Colonie, New York",-8219085.359587005,5269434.486823707,7618,907
"Broadview, Illinois",-9780107.447032003,5139791.994130275,7618,1654
"Calumet Park, Illinois",-9758021.660058616,5110929.413574305,7602,2638
"Escalon, California",-13469458.010902673,4549971.222216441,7601.0,1282
"Perry, Iowa",-10474462.770855045,5136848.026098308,7601.0,541
"Emerson, New Jersey",-8240302.854532204,5008625.379862913,7596,1314
"Bernardsville, New Jersey",-8303521.193353704,4972127.858986304,7594,228
"Caribou, Maine",-7568823.686067177,5920261.7874178765,7593,36
"Tuttle, Oklahoma",-10882170.405885411,4205666.236891702,7593,99
"Piñon Hills, California",-13093554.354391947,4088550.337811123,7592,91
"Hudson, New Hampshire",-7951718.206599721,5276134.113796667,7591,953
"Zuni Pueblo, New Mexico",-12116948.461662559,4173506.7485481496,7590,331
"LaFayette, Georgia",-9493493.154086558,4124378.305749957,7589.0,350
"Palmyra, Pennsylvania",-8526460.737565393,4911093.425270143,7587,1523
"Twin Lakes, Colorado",-11688947.283460582,4840239.866243965,7586,1781
"Sappington, Missouri",-10060276.341460513,4654000.78789487,7577,1222
"Glen Ridge, New Jersey",-8260384.890671311,4983489.258433233,7574,2294
"Floresville, Texas",-10927455.174740113,3393476.9937801533,7571.0,502
"Makawao, Hawaii",-17401351.481313728,2373763.413039161,7570,824
"Hales Corners, Wisconsin",-9801580.976806024,5302995.752720279,7567,915
"Hughson, California",-13454741.574219802,4523353.329943622,7565,1503
"Scappoose, Oregon",-13678616.202154156,5741397.715076071,7564,1067
"North Patchogue, New York",-8128927.703993533,4980430.8161146315,7561,1479
"Glenside, Pennsylvania",-8365848.9762488585,4880950.374619072,7558,2278
"Columbia Falls, Montana",-12711606.049531147,6168765.9371249685,7556.0,1031
"Harrison, Tennessee",-9478453.89088039,4181235.022983206,7555,451
"Eden Isle, Louisiana",-9996968.947046379,3532736.3089794237,7554,963
"Ancient Oaks, Pennsylvania",-8414105.975507742,4944140.804075495,7554,1203
"Jackson, California",-13444366.59767787,4628774.829374044,7550.0,519
"Fairview, Tennessee",-9699167.045276212,4298076.099066549,7549.0,203
"Marshall, Michigan",-9457670.541949285,5200261.803779519,7548.0,422
"Kula, Hawaii",-17402397.884527184,2364546.014492821,7541,84
"Sanger, Texas",-10816658.885553569,3944732.159831826,7540.0,286
"Albertville, Minnesota",-10426383.882781431,5658814.922461761,7539,658
"Delafield, Wisconsin",-9839674.506555483,5322937.410156043,7536,309
"Berlin, New Jersey",-8342004.3413209375,4835689.725518033,7536,809
"Big Stone Gap, Virginia",-9214682.357445726,4419972.264496579,7533.0,401
"Pikeville, Kentucky",-9186774.561103854,4506323.660605586,7531.0,115
"Haddon Heights, New Jersey",-8356141.916651683,4848388.94323856,7529,1855
"Larose, Louisiana",-10060510.112391178,3447999.4768646103,7529,267
"Loudoun Valley Estates, Virginia",-8628173.356303208,4718821.4690554,7528,1548
"Gold River, California",-13497354.675295468,4668353.988994686,7523,1092
"Fairfax, California",-13647235.237699533,4577815.500356946,7522,1303
"Mount Horeb, Wisconsin",-9988887.152014786,5312885.152721581,7520.0,901
"Mantua, Virginia",-8600221.032165015,4700579.726379563,7520,1226
"Norwich, New York",-8407148.507333161,5241202.999541707,7518.0,1188
"Benton, Illinois",-9898295.35040722,4580979.860509682,7518.0,482
"Marengo, Illinois",-9864610.072493177,5195675.245597475,7517.0,363
"Gurabo, Puerto Rico",-7344704.15525308,2067171.3879727386,7515,2424
"Fairlawn, Ohio",-9086063.817783179,5031092.220622144,7514,635
"Fort Scott, Kansas",-10542378.792188022,4555198.675660759,7514.0,536
"Robinson, Illinois",-9766426.281613508,4722946.501406677,7513.0,603
"Tyrone, Georgia",-9416972.136115262,3958563.364051338,7506,232
"Diamondhead, Mississippi",-9948711.947787495,3552373.284133477,7504.0,307
"Laughlin, Nevada",-12767121.079589752,4181779.470711682,7502,32
"Purcell, Oklahoma",-10839702.020147776,4166327.5412902753,7502.0,185
"Hatboro, Pennsylvania",-8360694.883825129,4891769.720842397,7501,2037
"Lowell, Michigan",-9500639.865395486,5302098.61658464,7501.0,559
"Creston, Iowa",-10504663.74870726,5021151.392180478,7499.0,574
"West Slope, Oregon",-13667038.975111654,5699979.230905651,7498,1792
"Beebe, Arkansas",-10230216.676105523,4173561.154199156,7497.0,308
"Dos Palos, California",-13428870.924559448,4437071.930871545,7494.0,1581
"Citrus Hills, Florida",-9176199.209478492,3361271.513465949,7492,298
"McCordsville, Indiana",-9564670.83649978,4850942.340249599,7479,414
"Lockwood, Montana",-12067834.302324567,5751534.891835085,7479,224
"Silvis, Illinois",-10064406.294568943,5086016.936840702,7475,673
"Pulaski, Tennessee",-9688691.881192565,4190180.968216452,7472.0,390
"Mount Shasta, California",-13616043.516379256,5059745.721444609,7472.0,335
"Ojai, California",-13274504.186676413,4089211.7829771554,7470,663
"Monticello, New York",-8314185.6005716985,5109022.2339449115,7468.0,605
"Villa Hills, Kentucky",-9417072.323656978,4731072.570508973,7461,799
"St. Gabriel, Louisiana",-10141350.326605253,3536202.4749679463,7460,97
"Palmer, Alaska",-16599372.47379175,8764233.968385084,7456,567
"Keystone Heights, Florida",-9131983.107735405,3475456.034242104,7449.0,552
"Topanga, California",-13203081.60138345,4041753.5474488037,7449,150
"North Star, Delaware",-8430570.128196066,4830403.15877931,7441,422
"White Oak, Pennsylvania",-8883373.288946787,4915692.936327958,7441,433
"Orosi, California",-13279335.452576842,4375652.303381887,7441,1174
"Rockton, Illinois",-9914436.676572245,5228627.436382407,7441,521
"Park City, Illinois",-9784037.025057003,5213884.174346029,7438,2481
"Ashland, Pennsylvania",-8498697.65656155,4980107.383043649,7437.0,623
"Florence, Colorado",-11700947.524568096,4633758.258469225,7433.0,356
"Highlands, Texas",-10581774.75997976,3479535.313110159,7432,587
"Edgerton, Wisconsin",-9915215.913007798,5287422.117889166,7431.0,522
"Old Town, Maine",-7650420.872818648,5613511.879107831,7431,73
"New London, Wisconsin",-9878424.821300622,5526774.216197481,7430.0,493
"McCook, Nebraska",-11201123.010906298,4895718.890538869,7426.0,540
"North Bend, Washington",-13555841.935758254,6022424.539376637,7423,659
"Etowah, North Carolina",-9193899.008514622,4205557.109768756,7420,162
"Hiawatha, Iowa",-10207006.562275127,5169176.763773645,7420,604
"Hubbard, Ohio",-8968699.67863983,5035896.419705114,7419,711
"River Rouge, Michigan",-9253388.144394549,5201976.693450592,7419,1079
"Hillcrest, New York",-8241538.500880009,5031506.027147182,7418,2202
"Sandwich, Illinois",-9864877.239271078,5108634.884394002,7418,604
"Belen, New Mexico",-11888754.637485428,4124743.934505971,7416,151
"Inverness, Florida",-9166458.754034081,3355259.2143495856,7414,376
"Marion, Virginia",-9074041.312777504,4416675.25071823,7414.0,520
"Cotati, California",-13659925.659649964,4625851.206513797,7410,1521
"Mills River, North Carolina",-9193364.674958816,4216365.936452285,7406,128
"Woodlawn, Maryland",-8560468.842002738,4714583.600520834,7405,2497
"Saranac Lake, New York",-8252269.69979248,5515797.404222636,7404.0,722
"West Concord, Massachusetts",-7948601.2608575085,5228899.000317217,7402,845
"Sanibel, Florida",-9139586.228956586,3055345.711803838,7401,176
"Farmington, Arkansas",-10492273.88938197,4305713.710045142,7400,290
"Soldotna, Alaska",-16816723.779565617,8508789.665791806,7398.0,261
"Welcome, South Carolina",-9179405.210813338,4139500.9275850155,7394,615
"New Bremen, Ohio",-9392882.5983076,4929445.870073886,7393.0,494
"Mentor-on-the-Lake, Ohio",-9057510.368394705,5118159.27881067,7390,1768
"Baywood, New York",-8158605.480239021,4976021.287700207,7389,1248
"Middletown, Pennsylvania",-8385073.852308856,4959987.38032079,7386,1088
"Farr West, Utah",-12471322.928653866,5056915.075671911,7385,481
"Ephrata, Washington",-13306464.012483165,5993182.77821719,7383.0,301
"Lihue, Hawaii",-17739217.267820396,2508259.8631440825,7381,427
"Pembroke, North Carolina",-8815768.96218803,4120018.7636957075,7381.0,358
"Steele Creek, Alaska",-16407992.005219955,9589825.955755828,7380,30
"University of California-Davis, California",-13553994.032211088,4655623.05712647,7379,1947
"Providence Village, Texas",-10793660.278755678,3926711.002737592,7377,1875
"Webster City, Iowa",-10443627.271905309,5230483.278842045,7377.0,334
"Inverness, Illinois",-9807458.645919908,5178251.496123582,7376,435
"Clarkston, Washington",-13030002.05709807,5847282.122376915,7375,1385
"Montpelier, Vermont",-8078644.690002212,5506667.906435076,7372,283
"Tolleson, Arizona",-12496291.890438797,3954973.9327288326,7372,493
"New Roads, Louisiana",-10180579.315160803,3593318.625121442,7370.0,377
"Ponchatoula, Louisiana",-10068046.441917885,3560259.876465309,7369,601
"Oroville East, California",-13523826.450206108,4792782.876402972,7368,131
"Plumas Lake, California",-13531774.661848748,4720582.996250611,7367,339
"Winsted, Connecticut",-8133836.893537516,5150020.737977187,7367,615
"Skiatook, Oklahoma",-10684656.233370904,4351570.015910965,7367.0,238
"Pomona, New Jersey",-8298879.170587624,4789032.937391064,7362,1014
"Charles City, Iowa",-10316478.14952123,5321779.326381458,7359.0,453
"Yreka, California",-13651242.739368092,5120500.836764199,7356.0,290
"Stanwood, Washington",-13619104.802376073,6147694.605431102,7354.0,959
"Leola, Pennsylvania",-8481331.8159978,4879247.732591655,7352,472
"St. Joseph, Minnesota",-10498329.669681123,5710291.999585233,7351,691
"Canóvanas, Puerto Rico",-7336577.832425171,2081864.050529198,7351,1241
"Hudsonville, Michigan",-9558203.17408469,5291157.431026461,7348,688
"Spring Hill, Kansas",-10555314.117018199,4686852.063225869,7345.0,323
"Philadelphia, Mississippi",-9921026.790427206,3865622.5538037275,7345.0,223
"Bellbrook, Ohio",-9360444.098690439,4813533.851718659,7344,904
"Northridge, Ohio",-9326012.98018808,4865520.8683550265,7343,925
"Dayton, New Jersey",-8294827.141122748,4921536.681588751,7340,1344
"Gibsonville, North Carolina",-8854541.54083133,4314265.961009837,7339,784
"Southgate, Florida",-9184926.657556685,3162030.3170565777,7338,1432
"Dade City, Florida",-9149816.490160486,3294033.037824536,7338,478
"Greenville, New York",-8217538.018664979,5012061.418320458,7336,1105
"Winooski, Vermont",-8146839.01006217,5542382.475866681,7333,1974
"Middleborough Center, Massachusetts",-7895446.2040037215,5145189.13281262,7333,720
"Rockville, Connecticut",-8065408.802546891,5141032.617670054,7332,1674
"Homeland, California",-13036981.789170805,3994733.423212175,7326,662
"Bryans Road, Maryland",-8581062.947799493,4666587.230312612,7325,183
"Valley Center, Kansas",-10838566.561341684,4555903.3851296045,7325,398
