"city, province_name",x,y,population,density
"Baie-d’Urfé, Quebec",-8228369.405119166,5687362.670078068,3823,633.9
"New Richmond, Quebec",-7332247.504233311,6134632.7177054575,3810,22.6
"Perth South, Ontario",-9033576.67787415,5357746.958178199,3810,9.7
"Roxton Pond, Quebec",-8089220.041627573,5697930.805863978,3786,38.8
"Sparwood, British Columbia",-12788973.095632471,6400181.126148986,3784,19.4
"Claresholm, Alberta",-12643478.521165663,6449636.257379262,3780,465.9
"Breslau, Ontario",-8950977.615705542,5385565.949162589,3778.00,691.90
"Montague, Ontario",-8456574.361245375,5616280.605265441,3761,13.4
"Cumberland, British Columbia",-13917841.787868902,6380827.87104522,3753,128.9
"Beaupré, Quebec",-7892551.8972430965,5950239.167201476,3752,163.4
"Saint-André-Avellin, Quebec",-8356386.81953143,5735065.843642512,3749,27.2
"Saint-Ambroise-de-Kildare, Quebec",-8187548.5478452705,5793708.166928932,3747,55.3
"East Angus, Quebec",-7977900.5508343,5697930.805863978,3741,472.7
"Rossland, British Columbia",-13113346.95985499,6288208.708209634,3729,62.4
"Mackenzie, British Columbia",-13702805.927503534,7427762.874494594,3714,22.6
"Golden, British Columbia",-13020673.483769592,6674871.085389166,3708,325.0
"Raymond, Alberta",-12540229.693454903,6354270.692420241,3708,557.1
"Saint-Adolphe-d'Howard, Quebec",-8274377.750664024,5775543.001861866,3702,26.6
"Warwick, Ontario",-9116142.34419552,5311971.846945471,3692,12.7
"Bowen Island, British Columbia",-13734966.128393712,6340151.424958921,3680,73.4
"Bonnechere Valley, Ontario",-8582732.740161393,5705873.054657281,3674,6.2
"Windsor, Nova Scotia",-7138829.888979999,5618420.657366571,3648,400.6
"Pincher Creek, Alberta",-12684855.975893524,6357748.5315630855,3642,361.1
"Alnwick, New Brunswick",-7261281.328852601,5985535.0217680335,3640.00,5.40
"Westville, Nova Scotia",-6979732.0727382535,5708527.338604557,3628,254.9
"Fruitvale, British Columbia",-13084648.795128487,6294584.144435697,3627,1363.5
"Pasadena, Newfoundland and Labrador",-6412559.267146523,6277593.668818912,3620,73.6
"Saint-Prosper, Quebec",-7846165.065429539,5815143.811412148,3605,27.0
"Ormstown, Quebec",-8237642.318702244,5642010.596112313,3595,25.2
"Cardston, Alberta",-12612709.813910404,6309291.518392535,3585,417.5
"Westbank, British Columbia",-13322082.13704146,6419009.639024037,3581.00,80.60
"De Salaberry, Manitoba",-10796254.02289116,6349904.01954477,3580,5.3
"Headingley, Manitoba",-10841494.263949549,6423464.342052735,3579,33.4
"Grande Cache, Alberta",-13260366.61134567,7146952.54534509,3571.00,102.10
"Atholville, New Brunswick",-7426401.529546265,6105091.553711955,3570,29.8
"Saint-Agapit, Quebec",-7951918.58168315,5871633.060633663,3567,54.5
"Prince Albert No. 461, Saskatchewan",-11761727.966541221,7003166.931605226,3562.00,3.50
"Casselman, Ontario",-8358234.723078596,5668874.641676818,3548,693.4
"Saint-Ambroise, Quebec",-7940786.632603821,6198847.904540942,3546,23.5
"Hay River, Northwest Territories",-12901973.510736724,8569350.34565091,3528.00,26.50
"Mistissini, Quebec",-8202342.9081716975,6545703.9858244555,3523.00,4.10
"Studholm, New Brunswick",-7299742.212921676,5750480.726006044,3522.00,7.80
"Lumby, British Columbia",-13243190.013916265,6489580.082874475,3500,379.5
"Saint-Faustin--Lac-Carré, Quebec",-8289606.257004545,5793387.187758113,3499.00,28.80
"Morris-Turnberry, Ontario",-9044708.626953477,5442258.605045214,3496,9.1
"Placentia, Newfoundland and Labrador",-6006922.174644914,5982287.583966303,3496,60.20
"Saint-Pascal, Quebec",-7770100.4573704945,6029560.824352469,3490,58.8
"Mulmur, Ontario",-8917615.164314797,5495156.284293923,3478,12.1
"Blind River, Ontario",-9233951.761302043,5809771.987633488,3472,6.6
"Dunham, Quebec",-8104058.929750316,5642531.3114081025,3471,17.8
"Havre-Saint-Pierre, Quebec",-7079919.614452199,6486777.753699416,3460,1.2
"Saint-Anselme, Quebec",-7899976.907279008,5882423.359279926,3458,46.9
"Trois-Pistoles, Quebec",-7701082.373078667,6126841.828238955,3456,450.9
"Grande-Rivière, Quebec",-7180107.156166145,6173660.451962929,3456,39.5
"Powassan, Ontario",-8834526.296386698,5793579.773864306,3455,15.4
"Malartic, Quebec",-8697759.169998083,6129059.925120251,3449,23.2
"Bonavista, Newfoundland and Labrador",-5913380.406531327,6217315.6322695995,3448,109.4
"Killarney - Turtle Mountain, Manitoba",-11097506.828875918,6305033.273741472,3429.00,3.70
"Woodlands, Manitoba",-10879899.488273226,6488083.068784236,3416.00,2.90
"Lewisporte, Newfoundland and Labrador",-6130364.357985576,6313978.07463836,3409,92.4
"Saint-Denis-de-Brompton, Quebec",-8024276.250698776,5692645.178123244,3402,48.1
"Invermere, British Columbia",-12916433.91259077,6534774.271201831,3391,315.9
"Salisbury, New Brunswick",-7257986.27192512,5792793.406964386,3388.00,3.90
"Bifrost-Riverton, Manitoba",-10813976.08582545,6631967.03381967,3378,2.1
"Buckland No. 491, Saskatchewan",-11775420.263908796,7043826.45128362,3375.00,4.30
"Cartier, Manitoba",-10875914.250502829,6431758.497382003,3368,6.1
"Sainte-Anne-des-Lacs, Quebec",-8252481.206824988,5756344.112095583,3363,135.8
"Highlands East, Ontario",-8710750.154573657,5616280.605265441,3343,4.7
"Alexander, Manitoba",-10695020.077963758,6519717.055736334,3333.00,2.10
"Sainte-Claire, Quebec",-7888844.95819968,5877026.552037683,3325,37.8
"Percé, Quebec",-7148570.344424412,6196040.013746057,3312,7.7
"Saint-Jean-Port-Joli, Quebec",-7822053.263723715,5977517.036645043,3304,47.9
"East Hawkesbury, Ontario",-8289595.125055465,5703235.445627706,3296,14.0
"Bright, New Brunswick",-7464472.795397564,5799680.501909881,3289.00,8.10
"Penhold, Alberta",-12675583.062310442,6824263.783404279,3277,619.9
"Saint-André-d'Argenteuil, Quebec",-8274745.104983641,5711182.411310465,3275,33.5
"Saint-Côme--Linière, Quebec",-7849883.136422035,5791044.392219891,3274,21.8
"Saint-Sulpice, Quebec",-8165284.649686615,5753675.552376627,3273,90.0
"Marathon, Ontario",-9614297.06549542,6232547.597477651,3273,19.2
"Forestville, Quebec",-7690317.778318956,6229728.550755986,3270,16.8
"Inuvik, Northwest Territories",-14873352.637092965,10548994.032637855,3243.00,51.90
"Richmond, Quebec",-8031701.2607346885,5727097.591604395,3232,460.2
"Lake Cowichan, British Columbia",-13809650.374766916,6245354.823447268,3226,369.6
"Sables-Spanish Rivers, Ontario",-9128198.245048434,5817814.855494055,3214,3.9
"Hillsburg-Roblin-Shell River, Manitoba",-11275874.048973981,6680641.924270233,3214.00,1.90
"Port Hawkesbury, Nova Scotia",-6831031.496936597,5718913.644086236,3214,396.6
"Three Hills, Alberta",-12608568.728852894,6747355.623833009,3212,475.7
"Lorette, Manitoba",-10784198.122038249,6401610.741857769,3208.00,685.00
"Paspebiac, Quebec",-7263596.7742611,6112396.5574029265,3198,33.8
"Saint-Thomas, Quebec",-8165284.649686615,5783025.8109529335,3193,33.6
"Saint-Jean-Baptiste, Quebec",-8139313.812484546,5703235.445627706,3191,44.3
"Portneuf, Quebec",-8002012.352540122,5893243.176525357,3187,29.1
"Pictou, Nova Scotia",-6981056.774678692,5729439.518539619,3186,397.6
"Tisdale, Saskatchewan",-11582793.017040115,6955300.034738435,3180,491.5
"Lake of Bays, Ontario",-8796243.52350289,5669555.186982301,3167.00,4.70
"High Level, Alberta",-13039531.00550997,8076695.061707076,3159,108.2
"Gibbons, Alberta",-12615036.391267981,7137610.89460498,3159,421.3
"Bishops Falls, Newfoundland and Labrador",-6180090.77452293,6277695.509803201,3156,112.2
"WestLake-Gladstone, Manitoba",-11002985.44924335,6495988.963962319,3154.00,1.70
"Normandin, Quebec",-8074370.02155575,6246623.081856743,3137,14.8
"Saint-Alphonse-Rodriguez, Quebec",-8204246.471464263,5809771.987633488,3134,32.0
"Beauséjour, Manitoba",-10744123.105352672,6457054.761614272,3126,584.4
"Dalhousie, New Brunswick",-7415737.1223282665,6123507.424977484,3126,205.3
"Saint-Alphonse-de-Granby, Quebec",-8105917.965246564,5674146.259774846,3125,62.6
"Lac du Bonnet, Manitoba",-10700129.642591171,6491025.13175821,3121.00,2.80
"Clermont, Quebec",-7818335.192731221,6054328.035282936,3118,62.8
"Virden, Manitoba",-11235665.448899452,6420477.011058456,3114,370.20
"Compton, Quebec",-7994598.47445329,5658324.878150871,3112,15.1
"White City, Saskatchewan",-11616990.36461181,6522006.223714878,3099,7.5
"Ellison, British Columbia",-13282396.738573657,6440147.440183777,3094.00,37.60
"Mont-Saint-Grégoire, Quebec",-8144879.78702421,5674146.259774846,3086,38.8
"Wellington, New Brunswick",-7207692.125984718,5857088.766885631,3079.00,16.70
"Merrickville, Ontario",-8441011.896432476,5598550.281455597,3067.00,14.30
"Saint-Liboire, Quebec",-8100351.990706901,5724437.781233704,3051,41.9
"Dégelis, Quebec",-7642083.042958231,6032314.730406034,3051,5.5
"Morris, Manitoba",-10849108.517119808,6342768.11503042,3047.00,2.90
"Saint-Alexis-des-Monts, Quebec",-8141161.716031714,5855456.260656412,3046,2.9
"Cap-Saint-Ignace, Quebec",-7844317.161882372,5947511.174825588,3045,14.6
"Saint-Anaclet-de-Lessard, Quebec",-7616479.5600757785,6187084.492171464,3035,23.9
"Carman, Manitoba",-10909399.153333444,6359993.616997611,3027,702.4
"Athens, Ontario",-8454715.325749129,5562677.34925859,3013,23.6
"Melancthon, Ontario",-8935248.171656452,5488684.44791228,3008,9.7
"Cap Santé, Quebec",-7990880.403460794,5887839.709877262,2996,54.7
"Harbour Grace, Newfoundland and Labrador",-5924055.945698402,6055717.102478101,2995,88.8
"Houston, British Columbia",-14097711.821092675,7245800.380607065,2993,41.0
"Adelaide-Metcalfe, Ontario",-9094802.397810452,5304364.431079144,2990,9.0
"Crossfield, Alberta",-12694128.889476603,6698300.35352109,2983,249.3
"Springdale, Newfoundland and Labrador",-6241984.411403991,6359685.096364875,2971,168.80
"Fort Macleod, Alberta",-12623351.957230238,6398889.5149858,2967,126.8
"Athabasca, Alberta",-12610895.306210473,7307654.543557051,2965,168.0
"Enderby, British Columbia",-13262570.737263376,6542216.816963164,2964,695.8
"Saint-Ferréol-les-Neiges, Quebec",-7886985.922703432,5961143.329029842,2964,35.6
"Laurentian Hills, Ontario",-8632826.511018366,5801736.431241585,2961,4.6
"Grand Valley, Ontario",-8946380.120735778,5457707.825688522,2956,18.7
"Senneterre, Quebec",-8597571.628284136,6170860.848028009,2953,0.2
"Sainte-Marie-Madeleine, Quebec",-8137454.776988298,5716479.015326831,2935,57.7
"Admaston/Bromley, Ontario",-8560123.75158128,5705221.524622679,2935,5.6
"Saint-Gabriel-de-Valcartier, Quebec",-7955636.6526756445,5931193.722307434,2933,6.7
"North Algona Wilberforce, Ontario",-8593864.68924072,5719136.453741681,2915,7.7
"Kingston, New Brunswick",-7349502.025306269,5695232.047218729,2913.00,14.50
"Wawa, Ontario",-9436953.984712657,6105706.99749849,2905,7.0
"Saint-Christophe-d'Arthabaska, Quebec",-8002012.352540122,5785687.175369945,2892,41.9
"Sainte-Mélanie, Quebec",-8183841.608801855,5801736.431241585,2892,38.1
"Ascot Corner, Quebec",-7989032.499913627,5692645.178123244,2891,35.1
"Horton, Ontario",-8534498.004800668,5700582.732404122,2887,18.2
"Saint-Michel, Quebec",-8189407.583341518,5658324.878150871,2884,48.2
"Botwood, Newfoundland and Labrador",-6163392.85090394,6300351.688076997,2875,191.0
"Saint-Paul-d'Abbotsford, Quebec",-8113331.843333396,5689995.6027905,2870,36.1
"Saint-Marc-des-Carrières, Quebec",-8020569.31165536,5890532.913561922,2862,172.0
"Stanstead, Quebec",-8026135.286195024,5624150.942663465,2857,125.8
"Sainte-Anne-de-Beaupré, Quebec",-7896258.836286512,5944800.363614699,2854,45.6
"Sainte-Luce, Quebec",-7612026.7804440465,6198847.904540942,2851,39.0
"Saint-Gabriel, Quebec",-8168991.5887300335,5828555.457219464,2844,1012.3
"Rankin Inlet, Nunavut",-10256098.457714958,9058687.363065382,2842.00,140.40
"Vanscoy No. 345, Saskatchewan",-11917330.35077206,6801445.4956622375,2840.00,3.30
"Cedar, British Columbia",-13784236.135018814,6289347.432817067,2836.00,83.80
"Princeton, British Columbia",-13414666.557534223,6353088.897906534,2828,47.4
"La Loche, Saskatchewan",-12182059.231827546,7655234.83190702,2827,181.3
"Kingsclear, New Brunswick",-7443878.689600808,5761075.983744267,2822.00,18.60
"Ferme-Neuve, Quebec",-8399055.58035249,5893243.176525357,2822,3.6
"Thurso, Quebec",-8376045.841605522,5715985.805423146,2818,449.0
"Adstock, Quebec",-7912589.405585884,5788365.378851466,2806,9.7
"Shuniah, Ontario",-9888877.721486108,6204449.639893131,2798,4.9
"Enniskillen, Ontario",-9142113.181397593,5284113.20499575,2796,8.3
"Yamachiche, Quebec",-8107765.868793732,5823191.574167613,2787,26.2
"Saint-Maurice, Quebec",-8074370.02155575,5855456.260656412,2775,30.3
"Bonaventure, Quebec",-7289567.611463171,6115177.087951665,2775,26.6
"Val-Morin, Quebec",-8257679.827045034,5780349.220256351,2772,70.3
"Pohénégamook, Quebec",-7705167.798390779,6018586.894572527,2770,8.1
"Wakefield, New Brunswick",-7527958.300996966,5818989.7270278875,2767.00,14.10
"Stoke, Quebec",-7992739.438957042,5705873.054657281,2765,10.8
"Sainte-Marguerite-du-Lac-Masson, Quebec",-8245690.717886597,5789327.805369855,2763.00,30.00
"Saint-Prime, Quebec",-8051738.769077478,6203894.3482726915,2758,18.7
"Kuujjuaq, Quebec",-7611381.127397446,7997396.462059407,2754.00,9.40
"Atikokan, Ontario",-10198724.392160106,6232547.597477651,2753,8.6
"Grenville-sur-la-Rouge, Quebec",-8308140.9522216255,5724437.781233704,2746,8.7
"North Cypress-Langford, Manitoba",-11064957.009767966,6445738.992933626,2745.00,1.60
"Sainte-Anne-de-Sorel, Quebec",-8133747.837944882,5788365.378851466,2742,71.4
"Macamic, Quebec",-8794239.772668611,6232547.597477651,2734,13.5
"Sundre, Alberta",-12761733.216235358,6763539.349323093,2729,245.6
"Rougemont, Quebec",-8131888.802448634,5689995.6027905,2723,62.0
"Piedmont, Quebec",-8252113.852505369,5764338.606003876,2721,111.7
"Grimshaw, Alberta",-13092474.555331253,7596492.681723301,2718,383.4
"Lac-des-Écorces, Quebec",-8387923.631273163,5868929.46316788,2713,18.8
"Northeastern Manitoulin and the Islands, Ontario",-9120773.235012522,5775014.476796594,2706,5.5
"Pelican Narrows, Saskatchewan",-11458582.72921298,7398497.4022329515,2703,295.0
"McDougall, Ontario",-8907418.298958134,5692645.178123244,2702,10.1
"Black Diamond, Alberta",-12716392.787635257,6566306.568939981,2700,702.7
"Saint-Pamphile, Quebec",-7768241.421874247,5936640.357682415,2685,19.6
"Bedford, Quebec",-8124463.7924127225,5639912.261012227,2684,639.4
"Weedon-Centre, Quebec",-7955636.6526756445,5732403.655048729,2683,12.4
"Lacolle, Quebec",-8167143.685182864,5634644.913090013,2680,54.0
"Saint-Gabriel-de-Brandon, Quebec",-8168991.5887300335,5823191.574167613,2679,26.8
"Errington, British Columbia",-13841832.839555252,6323768.607874473,2677.00,97.40
"Coalhurst, Alberta",-12571521.602316892,6402351.482310966,2668,857.5
"French River / Rivière des Français, Ontario",-8961219.008858522,5807103.373113179,2662,3.6
"Arviat, Nunavut",-10482822.86461362,8648728.786815306,2657.00,20.10
"Saint-David-de-Falardeau, Quebec",-7916674.830897998,6210071.905839903,2657,6.6
"Markstay, Ontario",-8958068.667269073,5859416.824579063,2656.00,5.20
"Spaniards Bay, Newfoundland and Labrador",-5937436.548491754,6043553.825561635,2653,40.40
"Cocagne, New Brunswick",-7193465.495061338,5835099.621780484,2649,66.78
"Saint-Bruno, Quebec",-7976041.515338052,6184851.279582859,2636,33.8
"Chetwynd, British Columbia",-13540157.019505484,7498371.382706724,2635,43.1
"Laurier-Station, Quebec",-7974182.479841804,5866226.697424005,2634,219.3
"Saint-Anicet, Quebec",-8276604.140479889,5640432.854920588,2626,19.4
"Saint-Mathieu-de-Beloeil, Quebec",-8148586.726067625,5711182.411310465,2624,65.8
"Cap-Chat, Quebec",-7423151.0004151,6291846.367064342,2623,14.4
"Sexsmith, Alberta",-13222807.415152019,7430249.076194799,2620,197.9
"Notre-Dame-de-Lourdes, Quebec",-8174557.563269697,5796388.797364682,2595,72.6
"Ville-Marie, Quebec",-8842474.508029338,5996647.821500636,2595,424.8
"Saint-Isidore, Quebec",-8202020.081648397,5668874.641676818,2581,49.7
"Shippegan, New Brunswick",-7204352.5412609195,6064354.182621335,2580,257.6
"East Garafraxa, Ontario",-8933389.136160204,5442258.605045214,2579,15.5
"Pemberton, British Columbia",-13670623.4627152,6501932.053344373,2574,217.5
"Unity, Saskatchewan",-12152381.455582058,6878854.051193213,2573,244.6
"Rimbey, Alberta",-12714544.88408809,6915454.313240079,2567,225.1
"High Prairie, Alberta",-12967173.336494345,7446262.082701647,2564,355.3
"Turner Valley, Alberta",-12721435.560568193,6563811.866680726,2559,442.1
"Hanna, Alberta",-12461315.30643155,6734987.829574047,2559,290.6
"Fort Smith, Northwest Territories",-12476922.299040766,8405528.7795976,2542.00,27.40
"Maria, Quebec",-7345227.356859808,6134632.7177054575,2536,26.7
"Saint-Chrysostome, Quebec",-8211671.481500173,5637278.201890527,2522,25.2
"Greater Madawaska, Ontario",-8555893.610931134,5664476.082055553,2518,2.4
"Berwick, Nova Scotia",-7206378.555993359,5629002.491319616,2509,381.3
"Saint-Damase, Quebec",-8126322.82790897,5705873.054657281,2506,31.7
"Lincoln, New Brunswick",-7407610.799500359,5759796.851031951,2504.00,98.20
"Disraeli, Quebec",-7942645.668100068,5764338.606003876,2502,362.1
"Sainte-Victoire-de-Sorel, Quebec",-8135595.741492049,5772340.302359437,2501,33.5
"Meadow Lake No. 588, Saskatchewan",-12054086.345211597,7193162.6147490665,2501.00,0.40
"Elkford, British Columbia",-12792368.340101669,6449982.769201797,2499,24.6
"Georgian Bay, Ontario",-8885154.40079948,5618892.796016657,2499,4.6
"Saint-Alexandre, Quebec",-8139313.812484546,5658324.878150871,2495,32.8
"Hérbertville, Quebec",-7979202.98887658,6164828.8963461835,2491.00,9.50
"Moosomin, Saskatchewan",-11317852.628952123,6470904.153872981,2485,327.5
"North Kawartha, Ontario",-8694052.230954666,5582249.59411092,2479,3.2
"Sainte-Thècle, Quebec",-8070663.082512335,5912206.001213328,2478,11.6
"Trenton, Nova Scotia",-6972295.930753263,5719550.257860596,2474,407.8
"Fermont, Quebec",-7467678.796732408,6943014.44618577,2474,5.2
"Esterhazy, Saskatchewan",-11362013.070949815,6559614.740304915,2472,520.9
"Wickham, Quebec",-8070663.082512335,5740376.655556497,2470,25.0
"La Présentation, Quebec",-8131888.802448634,5727097.591604395,2466,26.1
"Beaverlodge, Alberta",-13294797.729848027,7402612.905398946,2465,430.5
"Sainte-Catherine-de-Hatley, Quebec",-8020569.31165536,5660965.110251664,2464,28.5
"Saint-Basile, Quebec",-7994598.47445329,5901362.752209635,2463,25.1
"Saint-Raphaël, Quebec",-7875853.973624106,5909489.863677087,2463,20.3
"Holyrood, Newfoundland and Labrador",-5914771.900166242,6004864.355969811,2463,19.6
"Gracefield, Quebec",-8455539.089980999,5795200.872951581,2462.00,6.40
"Saint-Martin, Quebec",-7864722.024544778,5775014.476796594,2462,20.8
"Causapscal, Quebec",-7484376.7203514,6168078.918351072,2458,15.2
"Brigham, Quebec",-8109624.9042899795,5660965.110251664,2457,28.2
"Perry, Ontario",-8825776.584410347,5700582.732404122,2454,13.1
"Port-Daniel--Gascons, Quebec",-7232059.962519367,6137403.779087061,2453,8.1
"Rosetown, Saskatchewan",-12020645.970177297,6719165.106882159,2451,201.9
"Minnedosa, Manitoba",-11114449.655374654,6488866.356417875,2449,161.1
"Labelle, Quebec",-8319272.901300952,5825865.05427682,2445,12.3
"Huntingdon, Quebec",-8256566.632137101,5634124.653699231,2444,879.2
"Hébertville, Quebec",-7979748.454381468,6173660.451962929,2441,9.3
"Black River-Matheson, Ontario",-8957512.069815107,6196040.013746057,2438,2.1
"Saint-Michel-des-Saints, Quebec",-8228369.405119166,5890532.913561922,2436,4.9
"Dufferin, Manitoba",-10917102.46209634,6365600.385335835,2435.00,2.70
"Saint-Victor, Quebec",-7892551.8972430965,5804419.495079224,2430,20.2
"Sicamous, British Columbia",-13243713.215522993,6592652.416950646,2429,192.0
"Cap Pele, New Brunswick",-7155861.771071371,5815224.252751204,2425.00,103.80
"Kelsey, Manitoba",-11287239.768983973,7120240.276132046,2424,2.8
"Killaloe, Hagarty and Richards, Ontario",-8627260.536478702,5716479.015326831,2420,6.1
"Alvinston, Ontario",-9117611.761473991,5289001.093138271,2411.00,7.70
"Dundurn No. 314, Saskatchewan",-11860156.660300637,6768742.973660414,2404.00,3.00
"Saint-Éphrem-de-Beauce, Quebec",-7896715.246198765,5788622.015699707,2400.00,20.20
"Assiniboia, Saskatchewan",-11798006.98859075,6380157.760242815,2389,630.3
"Témiscaming, Quebec",-8805371.721747939,5895954.277904,2385,3.3
"Magrath, Alberta",-12564441.68270244,6347096.849206854,2374,396.4
"Sainte-Geneviève-de-Berthier, Quebec",-8150445.761563874,5793708.166928932,2365,35.5
"Buctouche, New Brunswick",-7205142.909645553,5856296.721077268,2361,130.5
"Grand Manan, New Brunswick",-7438368.374806539,5572849.645203432,2360,15.8
"Sainte-Madeleine, Quebec",-8137454.776988298,5716479.015326831,2356,439.8
"Boissevain, Manitoba",-11142580.090698114,6305101.388720981,2353.00,2.20
"Scott, Quebec",-7912255.447113506,5862780.663029411,2352.00,75.10
"Sainte-Croix, Quebec",-7984947.074601513,5880267.479630296,2352,33.8
"Algonquin Highlands, Ontario",-8766409.899970293,5684714.657219866,2351,2.3
"Valcourt, Quebec",-8050258.219849926,5700582.732404122,2349,467.3
"Saint George, New Brunswick",-7441719.091479418,5667545.353210026,2341.00,4.70
"Paquetville, New Brunswick",-7255837.80575281,6046080.921888431,2329.00,10.60
"Saint-Dominique, Quebec",-8109624.9042899795,5711182.411310465,2327,33.7
"Clearwater, British Columbia",-13362045.834236246,6737086.695502411,2324,41.7
"Addington Highlands, Ontario",-8599430.663780384,5621521.486192066,2323,1.7
"Lillooet, British Columbia",-13573897.957164925,6566007.867621081,2321,84.4
"Burin, Newfoundland and Labrador",-6142609.5019728355,5950239.167201476,2315,67.8
"Grand Bank, Newfoundland and Labrador",-6209768.550768417,5958411.9199897945,2310,136.1
"Léry, Quebec",-8215378.42054359,5676791.151211871,2307,218.2
"Minto, New Brunswick",-7358964.182023698,5804371.289148046,2305,72.8
"Rosthern No. 403, Saskatchewan",-11844026.46608469,6913125.231462268,2300.00,2.40
"Chase, British Columbia",-13323206.463898472,6589321.533607783,2286,607.0
"Mansfield-et-Pontefract, Quebec",-8542568.66788318,5758118.2687293235,2285,4.8
"Saint-Denis, Quebec",-8143020.751527962,5745690.636915765,2285,26.9
"Outlook, Saskatchewan",-11916751.489419935,6710219.083220741,2279,291.0
"Mitchell, Manitoba",-10771652.415425848,6366355.0991303045,2279.00,704.70
"Saint-Gédéon-de-Beauce, Quebec",-7862862.98904853,5756344.112095583,2277,11.6
"Saint-Léonard-d'Aston, Quebec",-8055824.19438959,5796388.797364682,2271,27.5
"Lunenburg, Nova Scotia",-7159702.293503738,5524951.618040792,2263,560.1
"Northesk, New Brunswick",-7376174.175300338,5984107.967722707,2263.00,0.70
"Albanel, Quebec",-8065097.107972671,6255082.994045419,2262,11.4
"St. Anthony, Newfoundland and Labrador",-6188773.694804806,6687451.055744499,2258,61.0
"Pessamit, Quebec",-7645578.474969138,6283094.839635472,2256.00,8.80
"Maskinongé, Quebec",-8128181.863405218,5817814.855494055,2253,30.2
"Saint-Charles-de-Bellechasse, Quebec",-7898117.87178276,5904076.368297179,2246,24.1
"Fogo Island, Newfoundland and Labrador",-6031657.36549918,6388752.991730888,2244,9.40
"East Broughton, Quebec",-7911108.856358334,5815143.811412148,2229,255.3
"Lantz, Nova Scotia",-7065848.830815929,5619852.8874707185,2229.00,749.90
"Calmar, Alberta",-12666299.016778285,7029375.702543041,2228,476.2
"Highlands, British Columbia",-13747957.112969287,6193804.451770031,2225,58.5
"Saint-Polycarpe, Quebec",-8271038.165940226,5668874.641676818,2224,31.8
"Logy Bay-Middle Cove-Outer Cove, Newfoundland and Labrador",-5864310.7749896515,6045519.280997833,2221,130.9
"Deschambault, Quebec",-8017630.477098419,5884093.314347195,2220.00,17.80
"Canora, Saskatchewan",-11403223.546441484,6734198.652585546,2219,303.7
"Upper Miramichi, New Brunswick",-7370296.506186454,5864948.433142245,2218.00,1.20
"Anmore, British Columbia",-13676311.888694735,6328377.852779013,2210,80.2
"Hardwicke, New Brunswick",-7239128.750184738,5945469.822940062,2201.00,7.90
"Saint-Côme, Quebec",-8213152.030727725,5823722.984641161,2198,13.5
"Waskaganish, Quebec",-8761612.029917104,6686541.65474008,2196.00,4.40
"Twillingate, Newfoundland and Labrador",-6094029.676190651,6384918.428005611,2196,85.3
"Saint-Quentin, New Brunswick",-7502054.255489372,6026296.850235196,2194,517.2
"Lebel-sur-Quévillon, Quebec",-8569741.755585818,6283349.610269985,2187,53.8
"Pilot Butte, Saskatchewan",-11623613.87431401,6527495.817218918,2183,377.7
"Nanton, Alberta",-12665007.710685082,6507007.094498223,2181,447.8
"Pierreville, Quebec",-8105917.965246564,5791044.392219891,2176,27.8
"New-Wes-Valley, Newfoundland and Labrador",-5964865.671023216,6300351.688076997,2172,16.3
"Pennfield Ridge, New Brunswick",-7423429.299142083,5651861.955944678,2170.00,6.00
"West Interlake, Manitoba",-10949073.419852167,6618410.947775899,2162.00,1.30
"Biggar, Saskatchewan",-12020167.296366887,6810800.449413336,2161,137.2
"Britannia No. 502, Saskatchewan",-12220342.00471135,7061740.083958027,2153.00,2.30
"Kent, New Brunswick",-7491278.528780583,5880607.846467874,2153.00,2.60
"Wabana, Newfoundland and Labrador",-5892508.002007588,6048823.575823632,2146,148.00
"Saint-Gilles, Quebec",-7944504.703596316,5863540.939439467,2138,12.1
"Wendake, Quebec",-7944070.557582222,5920766.538286781,2134.00,1253.90
"Saint-Bernard, Quebec",-7918522.734445168,5860839.829947802,2131,23.7
"Sainte-Cécile-de-Milton, Quebec",-8098492.955210652,5697930.805863978,2128,29.1
"Saint-Roch-de-Richelieu, Quebec",-8144879.78702421,5761667.644910442,2122,60.9
"Saint-Nazaire, Quebec",-7963050.530762476,6204449.639893131,2114,14.6
"Saint-Elzéar, Quebec",-7911108.856358334,5844682.851056053,2107,24.1
"Hinchinbrooke, Quebec",-8248774.2677815715,5629396.400453145,2103,14.1
"Saint-François-Xavier-de-Brompton, Quebec",-8020569.31165536,5705873.054657281,2101,21.5
"Papineauville, Quebec",-8350820.844991766,5719136.453741681,2101,34.3
"Prairie View, Manitoba",-11241075.576152004,6503693.1415532855,2088.00,1.20
"Cowichan Bay, British Columbia",-13767360.100214552,6235350.692366146,2086.00,89.50
"Saint-Ignace-de-Loyola, Quebec",-8141161.716031714,5791044.392219891,2086,57.7
"Central Manitoulin, Ontario",-9150462.143207088,5735065.843642512,2084,4.8
"Maple Creek, Saskatchewan",-12185777.30282004,6431862.226550234,2084,471.3
"Glovertown, Newfoundland and Labrador",-6016818.477376436,6218495.428256901,2083,29.6
"Tofield, Alberta",-12541999.673358517,7051789.300538013,2081,253.4
"Madoc, Ontario",-8629119.57197495,5556157.426715246,2078,7.9
"Upton, Quebec",-8091067.945174742,5724437.781233704,2075,37.3
"Sainte-Anne-de-Sabrevois, Quebec",-8150445.761563874,5653062.5386325,2074,46.3
"Logan Lake, British Columbia",-13449097.676036585,6531764.133380143,2073,6.4
